region,position,month,day,year,region.1,streams,artist,track_name,track_id,duration_ms,time_signature,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
es,1,11,2,2018,es,427480,ROSALÍA,DI MI NOMBRE - Cap.8: Éxtasis,2Sfl7odHUmG7qc8SbqUyzE,162377,4,0.794,0.534,8,-6.47,0,0.131,0.885,5.18e-05,0.314,0.547,91.871
es,4,11,2,2018,es,274465,ROSALÍA,PIENSO EN TU MIRÁ - Cap.3: Celos,5r8mGKhCDIVWb3AG4hm0l0,193767,3,0.647,0.6759999999999999,8,-6.025,1,0.0862,0.0909,0.0227,0.0947,0.41,164.51
es,7,11,2,2018,es,262806,ROSALÍA,MALAMENTE - Cap.1: Augurio,1B0BQaSRHxhI0AUlItY3LK,150027,4,0.893,0.482,0,-4.779,0,0.0873,0.5489999999999999,0.0164,0.0752,0.53,97.975
es,11,11,2,2018,es,238342,ROSALÍA,BAGDAD - Cap.7: Liturgia,1zZ7vl1amOLI4GE5oUn0YB,182657,4,0.7070000000000001,0.36,0,-8.89,0,0.0499,0.737,6.97e-05,0.0977,0.358,80.055
es,16,11,2,2018,es,203221,ROSALÍA,QUE NO SALGA LA LUNA - Cap.2: Boda,6HpgdL4zUpuyXCzvAhgR5a,269539,3,0.625,0.655,9,-5.992000000000001,0,0.112,0.763,0.000126,0.378,0.485,121.075
es,19,11,2,2018,es,180865,ROSALÍA,DE AQUÍ NO SALES - Cap.4: Disputa,0CaiddWO1F3v4nTQGgfk9A,144541,3,0.802,0.448,11,-8.213,0,0.0998,0.324,0.00981,0.0692,0.218,124.891
es,22,11,2,2018,es,162134,ROSALÍA,NANA - Cap.9: Concepción,0r6AxesiTSiCyJIIOpVYrv,197207,3,0.345,0.0718,2,-10.683,0,0.041,0.935,2.36e-05,0.123,0.103,115.119
es,26,11,2,2018,es,157713,ROSALÍA,RENIEGO - Cap.5: Lamento,5meAAp6VRNKT4cR3CvKkfU,208197,5,0.246,0.21,10,-7.343,0,0.0369,0.8170000000000001,4.27e-06,0.0945,0.307,124.37
es,27,11,2,2018,es,157179,ROSALÍA,A NINGÚN HOMBRE - Cap.11: Poder,0RhO0RV0YKyF05kZ4uQOHW,94224,5,0.555,0.149,0,-6.599,1,0.0413,0.942,0.0,0.135,0.408,107.785
es,28,11,2,2018,es,155602,ROSALÍA,MALDICIÓN - Cap.10: Cordura,5IIXMynH8cxC8is6MaqdF7,175254,3,0.439,0.31,8,-8.118,1,0.0416,0.727,1.25e-06,0.112,0.3720000000000001,103.993
es,35,11,2,2018,es,140698,ROSALÍA,PRESO - Cap.6: Clausura,1Yaw3jxKlBUXkfIo2FHG2M,40690,3,0.5589999999999999,0.29100000000000004,6,-18.795,1,0.0682,0.79,0.0030800000000000003,0.0994,0.359,76.543
es,82,11,2,2018,es,60074,Manuel Carrasco,Me Dijeron De Pequeño,3Vok90cuvEfAIDXDGjadHZ,327960,3,0.381,0.581,3,-6.461,1,0.0813,0.536,0.0,0.093,0.418,164.12900000000005
es,57,11,8,2018,es,75507,María Villar,Voy En Un Coche - Operación Triunfo 2018,3Q1x5tW5DaAFV9siLpeY6J,145698,4,0.4970000000000001,0.92,2,-4.526,1,0.053,0.000232,0.000745,0.0735,0.745,181.976
es,62,11,8,2018,es,72670,Alba Reche,Contamíname - Operación Triunfo 2018,5fqb8DJyNi4obN71lz3ZrO,153173,3,0.763,0.685,2,-5.697,1,0.111,0.204,0.0,0.25,0.853,90.01799999999999
es,63,11,8,2018,es,71928,Noelia Franco,Stone Cold - Operación Triunfo 2018,46837prpeu4wgpJpAqjIjl,124828,3,0.417,0.53,8,-4.423,1,0.0655,0.444,0.0,0.127,0.254,139.17700000000002
es,67,11,8,2018,es,69093,Famous Oberogo,Nobody But You - Operación Triunfo 2018,07WF6nou4jiijT0zFm57TT,127528,4,0.482,0.625,10,-5.261,0,0.0315,0.287,0.0,0.0998,0.493,84.96799999999998
es,79,11,8,2018,es,59901,Sabela Ramil,No Olvidarme De Olvidar - Operación Triunfo 2018,6fF5bwNywnClSyi57MxXj9,152235,4,0.467,0.447,9,-6.443,1,0.0528,0.375,0.0,0.0927,0.177,155.352
es,84,11,8,2018,es,57555,Natalia Lacunza,Flames - Operación Triunfo 2018,4BBbgLFSHrTDJ5RGQ37GUr,138362,4,0.649,0.6409999999999999,4,-6.263,0,0.028,0.091,0.0,0.109,0.494,94.059
es,86,11,8,2018,es,57550,Marilia Monzón,María Se Bebe Las Calles - Operación Triunfo 2018,0Y4vnsi5yTak5tpjzn1cu5,142735,4,0.529,0.628,0,-4.777,0,0.0275,0.255,0.0,0.0925,0.114,138.995
es,94,11,8,2018,es,51918,Operación Triunfo 2018,Don't Stop Me Now - Operación Triunfo 2018,5rkR7mrG5wPvSmuJVprhnf,158049,4,0.483,0.8009999999999999,4,-7.24,1,0.0537,0.0487,0.0,0.0984,0.5660000000000001,155.884
es,78,11,9,2018,es,61829,Steve Aoki,Azukita,6FeTled691bl3j2Npf7oo8,226162,4,0.715,0.942,8,-2.889,1,0.107,0.00175,0.000461,0.0581,0.818,130.019
es,59,11,15,2018,es,68792,Alba Reche,Je veux - Operación Triunfo 2018,3nrOVDdC9yDtuQmXRxNzsp,157742,4,0.5670000000000001,0.818,2,-4.09,0,0.125,0.268,0.0,0.14300000000000002,0.698,155.408
es,65,11,15,2018,es,63864,Julia Medina,90 Minutos - Operación Triunfo 2018,1H7TOIxScIr5KNpvJGq1Aq,205033,1,0.531,0.238,3,-10.897,1,0.0467,0.83,0.0,0.125,0.196,112.427
es,81,11,15,2018,es,53063,Natalia Lacunza,Aunque No Sea Conmigo - Operación Triunfo 2018,6crDB6bjNrlGwIyzhDmOA2,169088,4,0.308,0.431,11,-6.917000000000002,0,0.0435,0.821,0.0,0.328,0.416,177.364
es,88,11,15,2018,es,50241,Marilia Monzón,Hasta La Raíz - Operación Triunfo 2018,5FyaPaHUR8OmnEZkoZCPOm,148590,3,0.583,0.815,5,-5.932,0,0.0284,0.0641,0.0,0.302,0.8079999999999999,152.91899999999995
es,93,11,15,2018,es,48073,Operación Triunfo 2018,Enamorado De La Moda Juvenil - Operación Triunfo 2018,5tVzHpd0CAl4jPQH6k05RO,140032,4,0.536,0.956,4,-3.119,0,0.042,0.000311,0.0,0.37,0.8290000000000001,147.001
es,77,11,16,2018,es,58803,Vanesa Martín,De tus ojos,6j5lZ0S1IZlYbIrt4EqNIE,227667,4,0.531,0.556,2,-7.904,0,0.0953,0.607,0.0,0.0731,0.463,83.98100000000002
es,78,11,16,2018,es,58603,Manuel Carrasco,Déjame Ser,4WDGthi6OTGai45K41Al70,232473,4,0.625,0.8540000000000001,1,-5.939,1,0.123,0.312,0.0,0.123,0.737,171.957
es,89,11,16,2018,es,51673,Recycled J,Bambino,4VMMc4Yb50aH9qK2j2M1Ba,156000,4,0.667,0.772,4,-6.193,1,0.298,0.35700000000000004,0.0,0.0763,0.294,179.918
es,32,11,21,2018,es,118323,Aitana,TELÉFONO - Remix,5GYM4rUDvbT9ov3eS1YMll,163787,4,0.672,0.8859999999999999,2,-3.234,1,0.0684,0.201,4.79e-05,0.104,0.667,171.995
es,14,11,22,2018,es,185667,C. Tangana,Un Veneno,42C5Bbb4dHwS5OFMvtGkG2,193110,4,0.67,0.318,2,-12.938,1,0.298,0.8590000000000001,0.00198,0.106,0.304,85.806
es,49,11,22,2018,es,91917,Miki Núñez,Una Lluna A L'Aigua - Operación Triunfo 2018,1qo345YBFwaOcmQt6Gv8er,148950,4,0.476,0.902,0,-4.465,1,0.0713,0.394,0.0,0.344,0.884,100.002
es,65,11,22,2018,es,65192,María Villar,Amorfoda - Operación Triunfo 2018,3vVVgJLNjWEZCVFreVfeWF,148700,4,0.596,0.468,5,-6.291,1,0.0402,0.72,0.0,0.0996,0.303,128.094
es,71,11,22,2018,es,58260,Operación Triunfo 2018,Spice Up Your Life - Operación Triunfo 2018,7b2VicMDNmF0mPviG2Z4YR,133108,4,0.634,0.945,10,-4.819,0,0.0603,0.0112,3.94e-06,0.284,0.624,124.006
es,73,11,22,2018,es,57220,Alba Reche,Allí Donde Solíamos Gritar - Operación Triunfo 2018,2GarOxNwS7FG8pl0LpGVlh,164693,4,0.611,0.7070000000000001,3,-4.85,1,0.0281,0.0738,0.0,0.0756,0.34,125.949
es,96,11,22,2018,es,45685,Julia Medina,Me Muero - Operación Triunfo 2018,0iMqn8cYVGT8X1o92i6HsU,165760,4,0.371,0.754,5,-4.174,1,0.0312,0.0248,0.0,0.114,0.482,169.72
es,52,11,23,2018,es,93469,Carolina Durante,Perdona (Ahora Sí Que Sí),1AODZVWUeYlsKoFTo2iyEA,166919,4,0.556,0.921,10,-3.753,1,0.0446,0.000213,2.18e-05,0.112,0.529,135.06
es,67,11,23,2018,es,64817,Miriam Rodríguez,No!,5zebCY3z7XwVYJ0pwHGFxc,177587,4,0.433,0.485,5,-5.066,1,0.0375,0.617,0.0,0.102,0.262,146.168
es,70,11,23,2018,es,63103,Miriam Rodríguez,Mejor Sin Miedo,420aj4HgsegsCsbmovavPy,203779,4,0.598,0.604,0,-3.552,1,0.0283,0.000469,2.11e-05,0.16399999999999998,0.339,102.059
es,71,11,23,2018,es,62245,Miriam Rodríguez,Aquí Estás,5xlc2fQpxAborIiBecC2La,214815,4,0.659,0.789,4,-4.791,0,0.179,0.0034700000000000004,0.0,0.125,0.35100000000000003,137.963
es,81,11,23,2018,es,54581,Miriam Rodríguez,Lo Haremos Bien,6QmkPHHVoc2gEdiC9A8Nb9,210080,4,0.616,0.6920000000000001,6,-4.7360000000000015,1,0.0363,0.0004940000000000001,3.9299999999999986e-05,0.0781,0.58,107.902
es,88,11,23,2018,es,51727,Miriam Rodríguez,Passengers,3cH7jsQPVMpG81PpRQbi1O,185227,4,0.515,0.672,6,-5.347,0,0.0968,0.0941,0.0,0.103,0.552,172.071
es,86,11,27,2018,es,48998,Dani Fernández,Te esperaré toda la vida,6MCPhEshiLRXgdFKqvr478,226313,4,0.75,0.63,7,-5.223,1,0.0409,0.22,0.0,0.132,0.85,128.028
es,87,11,28,2018,es,47459,Sebastian Yatra,Ya No Tiene Novio - Remix,7o3FMIu6KldnAwXaA8MO8x,212053,4,0.669,0.797,7,-3.269,0,0.145,0.0424,0.0,0.0536,0.7020000000000001,182.101
es,17,11,29,2018,es,155437,Operación Triunfo 2018,Somos - Operación Triunfo 2018,5cOBuYlSATIt80iok4bt3D,250536,4,0.59,0.872,5,-5.185,1,0.052000000000000005,0.0789,0.0,0.358,0.627,105.078
es,45,11,29,2018,es,95494,Natalia Lacunza,The Scientist - Operación Triunfo 2018,1aOsnr8BWt9nY8fATVnR7K,198229,4,0.511,0.194,10,-10.146,1,0.0284,0.742,0.0,0.08199999999999999,0.225,74.315
es,59,11,29,2018,es,71697,Alba Reche,Lost On You - Operación Triunfo 2018,0A52mI146Fartf45cyl8rO,161879,4,0.569,0.652,3,-7.063,0,0.0293,0.0736,0.0,0.131,0.5329999999999999,87.0
es,84,11,29,2018,es,51508,Famous Oberogo,Uptown Funk - Operación Triunfo 2018,22t0ZPGe81JbPyaCwndgzb,173870,4,0.879,0.507,11,-5.142,1,0.158,0.00313,0.0,0.126,0.715,115.016
es,87,11,29,2018,es,50975,María Villar,Because The Night - Operación Triunfo 2018,3gP0rF6DyRlwFn5NofUu1R,156269,4,0.6940000000000001,0.568,11,-7.377999999999999,0,0.0291,0.111,0.0,0.0734,0.493,119.069
es,1,11,30,2018,es,672005,Aitana,Vas A Quedarte,2b3JxLi8KAiOsD8ehnOxDZ,226213,4,0.395,0.508,7,-3.522,1,0.0326,0.795,3.63e-06,0.0627,0.168,89.859
es,3,11,30,2018,es,351790,Aitana,Mejor Que Tú,7Kn8yBD9hk8zJtgMQQrTKV,191560,4,0.688,0.7509999999999999,8,-4.726,0,0.29100000000000004,0.102,3.29e-06,0.475,0.555,178.007
es,5,11,30,2018,es,331008,Aitana,Popcorn,0m6b07TUKNCuPxicj9muPn,158093,4,0.7040000000000001,0.415,0,-6.017,1,0.265,0.104,0.0,0.0817,0.488,103.816
es,7,11,30,2018,es,296878,Aitana,Stupid,47jpxufoec28fxG0Ziktcs,174827,4,0.561,0.589,0,-3.964,1,0.257,0.32299999999999995,0.0,0.161,0.887,177.88
es,46,11,30,2018,es,113417,Alejandro Sanz,No Tengo Nada,2gXclup5H2J9dInrVLFs3n,225599,4,0.509,0.614,10,-6.7,1,0.0427,0.557,0.0,0.201,0.234,147.757
es,65,11,30,2018,es,79085,Melendi,Besos a la Lona,0p9zxloVaytLMbORCBMfwO,246677,4,0.5429999999999999,0.632,4,-4.79,1,0.0568,0.574,0.0,0.0779,0.735,169.884
es,79,11,30,2018,es,57444,Manuel Carrasco,Llámame Loco,72JgzP1oeCOrcLwKHvNM7i,272181,4,0.461,0.541,0,-8.633,1,0.106,0.5870000000000001,0.0,0.109,0.394,132.748
es,70,12,3,2018,es,58272,Natos y Waor,Hustlers,1EWTDtSiBIbmbeB40bjL5W,188799,4,0.7559999999999999,0.787,2,-6.603,1,0.245,0.271,0.0,0.199,0.508,88.98
es,19,12,5,2018,es,185972,Alfred García,De La Tierra Hasta Marte,38B4tbsVbjI69EWVoybDrQ,196564,4,0.625,0.459,0,-6.517,1,0.0348,0.5589999999999999,0.0,0.07200000000000001,0.203,129.991
es,100,12,5,2018,es,45744,Abraham Mateo,A Cámara Lenta,5Bgxe0N4DlrZx37FBmBB7o,194467,4,0.779,0.8490000000000001,4,-4.874,1,0.0538,0.217,1.26e-06,0.413,0.634,102.034
es,97,12,6,2018,es,46934,Operación Triunfo 2018,Buenas Noches - Operación Triunfo 2018,37k1OtNAeFfMd808Burjk4,103986,4,0.7,0.623,5,-7.402,1,0.0464,0.384,0.0,0.211,0.647,73.953
es,19,12,7,2018,es,162327,Ana Guerra,Bajito,1izomJbkB4nTh5hDLgsBZd,176755,4,0.7070000000000001,0.768,1,-5.143,0,0.277,0.0316,0.0,0.109,0.614,182.111
es,60,12,7,2018,es,79791,Lola Indigo,Ya No Quiero Ná - RMX,2rwPMgU3ZtNYodZPmRumJ1,223721,4,0.727,0.652,2,-4.636,1,0.0789,0.273,0.0,0.208,0.581,128.929
es,79,12,7,2018,es,59633,Manuel Carrasco,Me Gusta,0NgDFjh2fIom6rncjuvTBa,228613,4,0.563,0.442,7,-9.238,1,0.0957,0.608,0.0,0.0935,0.609,66.71300000000001
es,88,12,7,2018,es,55061,Manuel Carrasco,Déjame Ser,3cJGFgemiI7gROm7AzRAiR,232473,4,0.625,0.8540000000000001,1,-5.939,1,0.123,0.312,0.0,0.123,0.737,171.957
es,97,12,8,2018,es,43491,Cauty,Ta to Gucci,6Bl4kGTCAo1U9po5Ew8iR0,174384,4,0.867,0.59,1,-7.778,0,0.386,0.523,0.0014199999999999998,0.109,0.5720000000000001,93.9
es,51,12,13,2018,es,85652,Alba Reche,She Used To Be Mine - Operación Triunfo 2018,5ufOl1I3ChE7irsZcptIBs,185683,3,0.485,0.236,4,-5.586,1,0.0333,0.614,0.0,0.115,0.172,128.619
es,81,12,13,2018,es,52475,Alba Reche,Este Amor Ya No Se Toca - Operación Triunfo 2018,5SYUrkTw7V8cT2CKa5aBgc,145860,4,0.664,0.8959999999999999,8,-4.354,1,0.05,0.00418,9.83e-06,0.28600000000000003,0.6940000000000001,142.339
es,83,12,13,2018,es,51729,Natalia Lacunza,Seven Nation Army - Operación Triunfo 2018,69oD0V7NzUvl0ztRnhDq3r,161280,4,0.723,0.721,0,-4.466,1,0.0441,0.00417,0.00551,0.0512,0.8190000000000001,114.948
es,13,12,14,2018,es,198440,Alfred García,De La Tierra Hasta Marte,5JeYtXkFiWoQ6nEjtURNMm,196564,4,0.625,0.459,0,-6.517,1,0.0348,0.5589999999999999,0.0,0.07200000000000001,0.203,129.991
es,22,12,14,2018,es,140897,Alfred García,Et Vull Veure,579X1MEK4Tsosamd0UFl6n,175557,4,0.5579999999999999,0.141,3,-11.133,0,0.0424,0.943,2.64e-06,0.155,0.321,82.419
es,28,12,14,2018,es,130709,Leiva,No Te Preocupes por Mi,2huX4MIVEWQtzCpu6B05SV,228326,4,0.313,0.608,7,-5.746,1,0.0367,0.114,1.06e-06,0.104,0.341,151.872
es,29,12,14,2018,es,129936,Alfred García,Londres,0L9vEiXcygU5YQs0Ai06vI,194718,4,0.384,0.395,0,-8.026,1,0.0471,0.789,0.0,0.231,0.32299999999999995,167.938
es,45,12,14,2018,es,104564,Alfred García,1016,5CaN1YUvAkEKlh4nV5TakN,188802,4,0.508,0.75,0,-4.813,1,0.0472,0.0659,0.0,0.237,0.45,129.85299999999998
es,47,12,14,2018,es,103972,Alfred García,Que Nos Sigan Las Luces,4unpwaV0qwu1g1HmDUnTUL,209249,4,0.379,0.58,3,-6.055,1,0.0406,0.625,0.0,0.108,0.3670000000000001,189.919
es,50,12,14,2018,es,99224,Alfred García,Wonder,1w3ClcDxWLgsieDbddxcel,197457,3,0.375,0.32299999999999995,11,-10.492,1,0.0442,0.654,0.000194,0.171,0.0428,66.094
es,53,12,14,2018,es,96471,Alfred García,La Ciudad,3G8FaNiC5Z9vOVph99NoNl,212629,4,0.379,0.196,0,-11.8,1,0.0463,0.927,1.81e-06,0.161,0.247,87.42299999999999
es,54,12,14,2018,es,95557,Alfred García,Por Si Te Hace Falta,440XQJUtaSDXSvNg321fvv,295109,3,0.512,0.134,8,-11.697,1,0.0561,0.968,0.0,0.109,0.181,95.227
es,57,12,14,2018,es,94234,Alfred García,Madrid,1fn1w8TORInxuZIYpYnOus,241971,4,0.392,0.643,0,-5.207000000000002,1,0.0459,0.5770000000000001,0.0,0.332,0.389,155.839
es,61,12,14,2018,es,85938,Alfred García,Volver A Empezar,3K7oH8JDiBLCwu8EgYCkqu,206770,4,0.398,0.589,4,-8.17,1,0.0357,0.42,3.08e-06,0.103,0.237,144.047
es,63,12,14,2018,es,84005,Natos y Waor,Ícaro,2pDiIaYuiCtRtV3vIIXQMW,190244,4,0.677,0.705,11,-9.73,0,0.248,0.447,0.0137,0.142,0.19,82.001
es,72,12,14,2018,es,77327,Alfred García,No Cuentes Conmigo,5cZl0h1kjC3CxAagH99IGe,282637,4,0.386,0.317,0,-9.483,1,0.0658,0.578,0.0,0.104,0.218,57.984
es,73,12,14,2018,es,77121,Alfred García,Sevilla,4qmM12Q8TnKKfQZaxuCcYL,265133,4,0.452,0.493,2,-6.622999999999998,1,0.0312,0.214,0.0,0.203,0.28,135.993
es,74,12,14,2018,es,76873,Alfred García,Barcelona,0dMdFOhr2KqXllIlOtpNoF,162311,4,0.333,0.529,0,-6.296,1,0.0466,0.51,1.32e-05,0.0444,0.37,146.561
es,83,12,14,2018,es,67197,Alfred García,Let Me Go,171XN4w5lcRXH7lcvCn0LI,438119,4,0.398,0.524,7,-8.035,1,0.0621,0.693,3.65e-06,0.138,0.142,107.965
es,84,12,14,2018,es,65310,Alfred García,Lo Que Puedo Dar,4SU1fJLzAig2UM8LUMTijK,176218,4,0.327,0.693,7,-4.948,1,0.104,0.415,0.0,0.0777,0.469,201.746
es,100,12,15,2018,es,48660,Duki,Sin Culpa (feat. DrefQuila),3dLiBBKbeUIhzGNeuo5JGS,244771,4,0.6409999999999999,0.652,8,-8.575,0,0.264,0.42,1.74e-06,0.094,0.406,175.02200000000005
es,90,12,16,2018,es,43042,Super Yei,La Forma en Que Me Miras,6t94PGXYAuo9GbJEnMpPcW,307435,4,0.6559999999999999,0.662,1,-1.3869999999999998,1,0.191,0.149,8e-06,0.16,0.573,189.983
es,97,12,16,2018,es,41747,Jesse Baez,Fácil,0H7c2p7ruyEtY6TOSGhZay,168093,4,0.58,0.6779999999999999,1,-7.001,0,0.16399999999999998,0.311,0.0,0.255,0.344,135.546
es,45,12,17,2018,es,89786,Amaia,Un Nuevo Lugar,72NdND7TLjyB3PqsD1DSrv,99993,3,0.584,0.201,11,-13.578,0,0.0355,0.991,0.00141,0.104,0.378,119.749
es,81,12,19,2018,es,51012,Cauty,Ta To Gucci (Remix),7kuRvjpeUcn6qNV9IBXC2C,304859,4,0.73,0.648,1,-6.405,0,0.378,0.383,0.000112,0.103,0.675,187.991
es,88,12,20,2018,es,51139,Alba Reche,Creep,21bxjdBz3vGZg93Kg4h4x4,179920,3,0.45,0.442,9,-7.077000000000001,1,0.032,0.258,0.0,0.16,0.189,174.982
es,11,12,21,2018,es,204523,Lola Indigo,Mujer Bruja,4R8TsvDoKSSDVERlaphNBA,203774,4,0.773,0.917,10,-2.166,0,0.0629,0.0946,0.000109,0.0885,0.763,105.966
es,62,12,21,2018,es,73607,Maluma,Mala Mía - Remix,6sAwJPgaSQ9Q4XGnbx1gZb,207143,4,0.6970000000000001,0.772,8,-5.0280000000000005,0,0.309,0.1,0.0,0.418,0.858,180.046
es,80,12,21,2018,es,60327,Wisin & Yandel,Callao,3gu0fRSgFuc4FmrtIv0DnC,219947,4,0.73,0.836,3,-4.277,0,0.0409,0.0073,0.0,0.0371,0.879,92.043
es,88,12,24,2018,es,75357,Raphael,El Tamborilero,3Vrn9BAwRqcMh1jgNzgSNf,176523,4,0.335,0.5489999999999999,8,-6.542000000000002,1,0.0552,0.716,0.0,0.0323,0.5710000000000001,62.0
es,91,12,24,2018,es,74830,Raya Real,Campanas de Belén,5ZnpqOSCIPK8yEzUJxTca3,133000,4,0.75,0.474,0,-10.076,1,0.0288,0.454,0.0,0.0825,0.905,109.887
es,92,12,24,2018,es,74033,"Mr. David ""The Gnomo"" And His Friends",Hacia Belén Va Una Burra (Christmas Song In Spanish),3KXrvaeo4kDn0L2QG2ZOt5,140840,3,0.462,0.713,5,-6.949,1,0.0545,0.19,1.21e-06,0.222,0.674,173.34400000000005
es,97,12,24,2018,es,70826,Gran Coro de Villancicos,Ya Vienen Los Reyes Magos (villancico),3HwN5ZQ0l7HwyDM4aoqSzp,170320,4,0.763,0.373,0,-11.384,1,0.0327,0.185,0.0,0.097,0.907,108.615
es,98,12,24,2018,es,70801,Raya Real,Jingle Bells,4N4OsaLguWcJTsgGCRxYVI,211185,4,0.815,0.725,9,-7.359,1,0.158,0.043,1.89e-06,0.14,0.795,105.032
es,89,12,26,2018,es,51318,Ana Guerra,Olvídame,2cciBDoksPeHrXWUCAdUSp,226138,4,0.4270000000000001,0.599,11,-7.2189999999999985,1,0.271,0.08199999999999999,0.0,0.127,0.225,160.78799999999995
lu,26,7,18,2017,lu,1035,187 Strassenbande,High Life,0Vy7fWzknPBpNTwJkGc7Sm,241425,4,0.662,0.815,2,-5.246,1,0.376,0.043,0.0,0.295,0.459,95.353
lu,28,6,29,2018,lu,1445,PNL,A l'Ammoniaque,6aH3QgooXRmx8k8jzrSm3V,316378,4,0.583,0.381,9,-10.033,0,0.0429,0.416,0.000226,0.0958,0.153,127.667
lu,45,6,29,2018,lu,1064,KMN Gang,KMN Member,3Cw0IAdjDgjyD4AEY4o2ZW,254763,4,0.551,0.6859999999999999,10,-6.1629999999999985,0,0.25,0.6809999999999999,0.0,0.119,0.7829999999999999,92.048
lu,67,12,24,2018,lu,1581,Capital Bra,Benzema,7KPGeiXWDsGEvFK62wzU8E,159152,4,0.7829999999999999,0.6920000000000001,10,-6.1560000000000015,0,0.329,0.485,0.0,0.12,0.26,100.082
lu,87,12,24,2018,lu,1236,Azet,Lelele,31Zs71Yb7YoPlFx2p1uKRX,190341,5,0.821,0.6890000000000001,1,-5.02,1,0.229,0.0543,0.00013700000000000002,0.0974,0.493,125.474
lu,95,12,24,2018,lu,1133,Brett Eldredge,Christmas Time Is Here,1moEucbMhmAK6KVPoNw6ms,210907,3,0.369,0.3,0,-11.994000000000002,1,0.0317,0.921,0.000718,0.168,0.24,75.745
lu,99,12,24,2018,lu,1108,James TW,Last Christmas,4hrQGaFalrGJfcsILMxjuc,218267,4,0.54,0.235,9,-9.676,1,0.0458,0.905,0.0,0.15,0.415,119.766
ca,57,1,1,2017,ca,36713,Drake,Jumpman,27GmP9AWRs744SzKcpJsTZ,205879,4,0.852,0.5529999999999999,1,-7.286,1,0.187,0.0563,0.0,0.332,0.6559999999999999,142.072
ca,61,1,1,2017,ca,35058,Kiiara,Gold,6WhzFzROw3aq3rPWjgYlxr,225882,5,0.6,0.412,8,-9.343,1,0.344,0.615,0.0025,0.134,0.408,113.049
ca,73,1,1,2017,ca,31437,J. Cole,No Role Modelz,62vpWI1CHwFy7tMIcSStl8,292987,4,0.696,0.521,10,-8.465,0,0.332,0.302,0.0,0.0565,0.458,100.0
ca,83,1,1,2017,ca,29179,Young Thug,pick up the phone,20dP2DaMHIAmwWAbp7peSr,252256,4,0.711,0.7390000000000001,7,-3.804,0,0.129,0.114,0.0,0.226,0.43,136.91899999999998
ca,87,1,1,2017,ca,28644,Future,Low Life,7EiZI6JVHllARrX9PUvAdX,313547,4,0.722,0.331,8,-7.789,1,0.0725,0.337,0.28300000000000003,0.146,0.102,143.974
ca,93,1,1,2017,ca,27519,G-Eazy,"Me, Myself & I",40YcuQysJ0KlGQTeGUosTC,251467,4,0.757,0.672,0,-6.524,0,0.0955,0.0186,0.0,0.158,0.382,111.996
ca,95,1,1,2017,ca,27411,KREAM,Taped Up Heart (feat. Clara Mae),26hcyzSE154xMZCbFdtInA,218507,4,0.675,0.937,0,-3.525,0,0.0509,0.152,0.0,0.154,0.5670000000000001,103.961
ca,96,1,1,2017,ca,26150,Flo Rida,My House,6Knv6wdA0luoMUuuoYi2i1,192191,4,0.688,0.7020000000000001,7,-4.792,0,0.0499,0.0215,0.0,0.128,0.74,94.006
ca,98,1,1,2017,ca,25830,The Chainsmokers,Roses,6O6M7pJLABmfBRoGZMu76Y,225800,4,0.716,0.8059999999999999,4,-7.602,1,0.0466,0.0361,0.00413,0.244,0.34700000000000003,100.033
ca,99,1,1,2017,ca,25759,Flume,Say It (feat. Tove Lo),4sQMalN597HdggTu196aL0,262521,4,0.598,0.532,3,-6.832999999999998,0,0.0295,0.0668,3.22e-06,0.0617,0.261,74.96300000000002
ca,100,1,1,2017,ca,24883,State of Sound,Wake Up Where You Are,2s76aKBWKShlwPC4xTtEEE,207307,4,0.706,0.674,9,-6.977,1,0.0337,0.11,0.0006259999999999999,0.0784,0.545,113.956
ca,81,1,2,2017,ca,23041,Nause,Dynamite (feat. Pretty Sister),2Ae5awwKvQpTBKQHr1TYCg,195429,4,0.8109999999999999,0.8009999999999999,9,-6.0,0,0.0802,0.0548,2.09e-05,0.0742,0.693,105.055
ca,82,1,2,2017,ca,22931,James Hersey,Miss You,7of1slAJIWrXxP8ikAHxje,206099,4,0.88,0.605,5,-7.6389999999999985,0,0.0531,0.104,0.00488,0.106,0.626,120.017
ca,85,1,2,2017,ca,22654,Future,Used to This,78sr3ogs4UzITcCNbXM9cM,180520,4,0.618,0.727,3,-7.224,0,0.208,0.0312,0.0,0.196,0.401,164.99200000000005
ca,87,1,2,2017,ca,22557,J. Cole,Neighbors,0utlOiJy2weVl9WTkcEWHy,216520,4,0.894,0.284,11,-13.002,0,0.33,0.358,0.000487,0.11,0.413,138.944
ca,98,1,2,2017,ca,21147,Meek Mill,Litty (feat. Tory Lanez),5J5PXmMdQ2nh1lZOal8KmK,280615,4,0.5920000000000001,0.701,10,-4.0139999999999985,0,0.0858,0.0451,0.0,0.327,0.282,129.501
ca,96,1,3,2017,ca,23432,The Weeknd,Die For You,2LBqCSwhJGcFQeTHMVGwy3,260253,4,0.586,0.525,1,-7.1629999999999985,0,0.0615,0.111,0.0,0.134,0.508,133.629
ca,100,1,3,2017,ca,23120,The Weeknd,All I Know,0NWqNXBJTpXbkI5rPWNy3p,321027,4,0.469,0.417,8,-10.614,0,0.0704,0.418,0.000189,0.102,0.175,120.012
